R	53.3509	-6.23929	D323	11 Feb 2025	D323\n18:27 - Docklands to M3 Parkway (7 mins late)\nDeparted Docklands next stop Broombridge	Northbound
R	53.3531	-6.24591	E938	11 Feb 2025	E938\n17:35 - Bray to Howth (13 mins late)\nArrived Dublin Connolly next stop Clontarf Road	Northbound
R	53.3602	-7.79847	A722	11 Feb 2025	A722\n17:10 - Dublin Heuston to Athlone (-2 mins late)\nArrived Clonydonnin next stop Athlone	To Athlone
R	53.3629	-6.22753	E251	11 Feb 2025	E251\n18:15 - Howth to Bray (3 mins late)\nDeparted Clontarf Road next stop Dublin Connolly	Southbound
R	53.3632	-6.25908	D419	11 Feb 2025	D419\n18:32 - Dublin Connolly to Newbridge (2 mins late)\nArrived Drumcondra next stop Park West and Cherry Orchard	To Newbridge
R	53.3704	-6.50598	D928	11 Feb 2025	D928\n18:00 - Dublin Connolly to Maynooth (4 mins late)\nArrived Leixlip (Louisa Bridge) next stop Maynooth	Northbound
R	53.3725	-6.29869	D929	11 Feb 2025	D929\n17:30 - Bray to Maynooth (7 mins late)\nDeparted Broombridge next stop Pelletstown	Northbound
R	53.373	-6.20442	D829	11 Feb 2025	D829\n18:19 - Grand Canal Dock to Drogheda (6 mins late)\nDeparted Killester next stop Malahide	To Drogheda
R	53.3743	-6.48624	P763	11 Feb 2025	P763\n18:22 - Maynooth to Dublin Connolly (7 mins late)\nArrived Leixlip (Confey) next stop Clonsilla	Southbound
R	53.3776	-6.39072	D930	11 Feb 2025	D930\n18:16 - Dublin Connolly to Longford (7 mins late)\nDeparted Coolmine next stop Maynooth	Northbound
R	53.3777	-6.34591	P324	11 Feb 2025	P324\n18:10 - M3 Parkway to Docklands (9 mins late)\nArrived Navan Road Parkway next stop Ashtown	Southbound
R	53.3909	-6.15672	E126	11 Feb 2025	E126\n18:25 - Malahide to Greystones (5 mins late)\nArrived Howth Junction next stop Kilbarrack	Southbound
R	53.392	-6.11448	E937	11 Feb 2025	E937\n17:01 - Greystones to Howth (15 mins late)\nDeparted Sutton next stop Howth	Northbound
R	53.4032	-6.14839	E835	11 Feb 2025	E835\n17:25 - Bray to Malahide (9 mins late)\nArrived Clongriffin next stop Portmarnock	Northbound
R	53.4157	-6.83395	D925	11 Feb 2025	D925\n17:09 - Grand Canal Dock to Longford (10 mins late)\nDeparted Enfield next stop Mullingar	To Longford
R	53.4273	-7.93683	A725	11 Feb 2025	A725\n17:20 - Galway to Dublin Heuston (8 mins late)\nDeparted Athlone next stop Tullamore	To Dublin Heuston
R	53.4855	-6.15134	D828	11 Feb 2025	D828\n17:59 - Grand Canal Dock to Dundalk (3 mins late)\nArrived Donabate next stop Rush and Lusk	To Dundalk
R	53.4855	-6.15134	P619	11 Feb 2025	P619\n17:43 - Drogheda to Grand Canal Dock (22 mins late)\nDeparted Donabate next stop Malahide	To Grand Canal Dock
R	53.4933	-7.15576	A912	11 Feb 2025	A912\n17:05 - Dublin Connolly to Sligo (14 mins late)\nDeparted Killucan next stop Mullingar	Northbound
R	53.5201	-6.1439	P712	11 Feb 2025	P712\n17:59 - Drogheda to Dublin Connolly (14 mins late)\nDeparted Rush and Lusk next stop Malahide	Southbound
R	53.5741	-6.11933	P620	11 Feb 2025	P620\n18:03 - Drogheda to Grand Canal Dock (13 mins late)\nDeparted Skerries next stop Rush and Lusk	To Grand Canal Dock
R	53.6118	-6.18226	D827	11 Feb 2025	D827\n17:53 - Dublin Connolly to Drogheda (2 mins late)\nDeparted Balbriggan next stop Gormanston	Northbound
R	53.6794	-6.24253	A124	11 Feb 2025	A124\n17:50 - Dublin Connolly to Belfast (13 mins late)\nDeparted Laytown next stop Drogheda	Northbound
R	53.6888	-7.60299	A913	11 Feb 2025	A913\n17:05 - Sligo to Dublin Connolly (1 mins late)\nArrived Edgeworthstown next stop Mullingar	Southbound
R	53.8591	-7.9164	A910	11 Feb 2025	A910\n16:02 - Dublin Connolly to Sligo (29 mins late)\nDeparted Dromod next stop Carrick on Shannon	Northbound
R	54.0007	-6.41291	A122	11 Feb 2025	A122\n16:50 - Dublin Connolly to Belfast (21 mins late)\nDeparted Dundalk next stop Newry	Northbound
R	54.0007	-6.41291	A123	11 Feb 2025	A123\n17:00 - Belfast to Dublin Connolly (0 mins late)\nDeparted Dundalk next stop Drogheda	Southbound
T	53.1442	-6.06085	E123	11 Feb 2025	E123\n16:55 - Howth to Greystones(12 mins late)\nTERMINATED Greystones at 18:34	Southbound
T	53.2043	-6.10046	E247	11 Feb 2025	E247\n17:15 - Howth to Bray(6 mins late)\nTERMINATED Bray at 18:34	Southbound
T	53.3397	-6.23773	P417	11 Feb 2025	P417\n17:53 - Hazelhatch to Grand Canal Dock(6 mins late)\nTERMINATED Grand Canal Dock at 18:39	Northbound
T	53.3531	-6.24591	A121	11 Feb 2025	A121\n16:00 - Belfast to Dublin Connolly(26 mins late)\nTERMINATED Dublin Connolly at 18:39	Southbound
T	53.3531	-6.24591	P762	11 Feb 2025	P762\n17:51 - Maynooth to Dublin Connolly(4 mins late)\nTERMINATED Dublin Connolly at 18:39	Southbound
T	53.378	-6.58993	D927	11 Feb 2025	D927\n17:39 - Grand Canal Dock to Maynooth(0 mins late)\nTERMINATED Maynooth at 18:33	To Maynooth
T	53.4349	-6.46898	D322	11 Feb 2025	D322\n17:55 - Docklands to M3 Parkway(6 mins late)\nTERMINATED M3 Parkway at 18:37	Northbound
T	53.712	-6.33538	D826	11 Feb 2025	D826\n16:40 - Bray to Drogheda(13 mins late)\nTERMINATED Drogheda at 18:37	Northbound
T	54.0007	-6.41291	D825	11 Feb 2025	D825\n16:40 - Dun Laoghaire to Dundalk(5 mins late)\nTERMINATED Dundalk at 18:39	To Dundalk
T	54.2723	-8.48249	A908	11 Feb 2025	A908\n15:05 - Dublin Connolly to Sligo(18 mins late)\nTERMINATED Sligo at 18:36	Northbound
